"","Sample","Year","Season","Region","Harvest","ReefID","Collection","Shell","Class","Fishery","Pre.Fishery","Recruit"
"7407","S16",2016,"Summer","Salt Run","Yes","SR24","S16SR24R2",16.5,"Spat",0,0,1
"7408","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",16.5,"Spat",0,0,1
"7409","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R2",16.5,"Spat",0,0,1
"7410","S16",2016,"Summer","Matanzas River","Yes","FM373","S16FM373R5",16.5,"Spat",0,0,1
"7411","S16",2016,"Summer","Matanzas River","Yes","FM368","S16FM368R9",16.5,"Spat",0,0,1
"7412","S16",2016,"Summer","Matanzas River","Yes","FM368","S16FM368R9",16.5,"Spat",0,0,1
"7413","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R10",16.5,"Spat",0,0,1
"7414","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R8",16.5,"Spat",0,0,1
"7415","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R8",16.5,"Spat",0,0,1
"7416","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R8",16.5,"Spat",0,0,1
"7417","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R12",16.5,"Spat",0,0,1
"7418","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R2",16.5,"Spat",0,0,1
"7419","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R0",16.5,"Spat",0,0,1
"7420","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R13",16.5,"Spat",0,0,1
"7421","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R15",16.5,"Spat",0,0,1
"7422","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R15",16.5,"Spat",0,0,1
"7423","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R15",16.5,"Spat",0,0,1
"7424","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R17",16.5,"Spat",0,0,1
"7425","S16",2016,"Summer","Salt Run","No","SR55","S16SR55R4",16.5,"Spat",0,0,1
"7426","S16",2016,"Summer","Salt Run","No","SR58","S16SR58R28",16.5,"Spat",0,0,1
"7427","S16",2016,"Summer","Salt Run","Yes","SR38","S16SR38R0",16.5,"Spat",0,0,1
"7428","S16",2016,"Summer","Salt Run","Yes","SR38","S16SR38R0",16.5,"Spat",0,0,1
"7429","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R17",16.5,"Spat",0,0,1
"7430","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",16.5,"Spat",0,0,1
"7431","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",16.5,"Spat",0,0,1
"7432","W16",2016,"Winter","Salt Run","Yes","SR37","W16SR37R9",16.5,"Spat",0,0,1
"7433","W16",2016,"Winter","Salt Run","Yes","SR66","W16SR66R11",16.5,"Spat",0,0,1
"7434","W16",2016,"Winter","Matanzas River","Yes","FM40","W16FM40R1",16.5,"Spat",0,0,1
"7435","W16",2016,"Winter","Matanzas River","Yes","FM77","W16FM77R21",16.5,"Spat",0,0,1
"7436","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R32",16.5,"Spat",0,0,1
"7437","W16",2016,"Winter","Matanzas River","No","FM23","W16FM23R12",16.5,"Spat",0,0,1
"7438","W16",2016,"Winter","Matanzas River","No","FM23","W16FM23R15",16.5,"Spat",0,0,1
"7439","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR1",16.5,"Spat",0,0,1
"7440","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR6",16.5,"Spat",0,0,1
"7441","W16",2016,"Winter","Matanzas River","No","FM56","W16FM56R17",16.5,"Spat",0,0,1
"7442","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R9",16.5,"Spat",0,0,1
"7443","W16",2016,"Winter","Matanzas River","No","FM31","W16FM31R20",16.5,"Spat",0,0,1
"7444","W16",2016,"Winter","Matanzas River","No","FM788","W16FM788R2",16.5,"Spat",0,0,1
"7445","S15",2015,"Summer","Matanzas River","No","MC1","S15MC1R13",16.6,"Spat",0,0,1
"7446","S15",2015,"Summer","Matanzas River","No","MC2","S15MC2R19",16.6,"Spat",0,0,1
"7447","S15",2015,"Summer","Salt Run","No","SR4","S15SR4R1",16.6,"Spat",0,0,1
"7448","S15",2015,"Summer","Tolomato River","No","TR10","S15TR10R7",16.6,"Spat",0,0,1
"7449","S15",2015,"Summer","Tolomato River","No","TR16","S15TR16R7",16.6,"Spat",0,0,1
"7450","S15",2015,"Summer","Tolomato River","Yes","TR3A","S15TR3AR4",16.6,"Spat",0,0,1
"7451","S16",2016,"Summer","Matanzas River","Yes","FM125","S16FM125R1",16.6,"Spat",0,0,1
"7452","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R7",16.6,"Spat",0,0,1
"7453","S16",2016,"Summer","Salt Run","No","SR71","S16SR71R12",16.6,"Spat",0,0,1
"7454","S16",2016,"Summer","Salt Run","No","SR71","S16SR71R13",16.6,"Spat",0,0,1
"7455","S16",2016,"Summer","Salt Run","Yes","SR28","S16SR28R2",16.6,"Spat",0,0,1
"7456","S16",2016,"Summer","Salt Run","Yes","SR22","S16SR22R9",16.6,"Spat",0,0,1
"7457","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",16.6,"Spat",0,0,1
"7458","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R11",16.6,"Spat",0,0,1
"7459","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R2",16.6,"Spat",0,0,1
"7460","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R2",16.6,"Spat",0,0,1
"7461","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R2",16.6,"Spat",0,0,1
"7462","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R2",16.6,"Spat",0,0,1
"7463","S16",2016,"Summer","Matanzas River","Yes","FM368","S16FM368R9",16.6,"Spat",0,0,1
"7464","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R4",16.6,"Spat",0,0,1
"7465","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R8",16.6,"Spat",0,0,1
"7466","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R0",16.6,"Spat",0,0,1
"7467","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R20",16.6,"Spat",0,0,1
"7468","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R15",16.6,"Spat",0,0,1
"7469","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R15",16.6,"Spat",0,0,1
"7470","S16",2016,"Summer","Salt Run","No","SR55","S16SR55R4",16.6,"Spat",0,0,1
"7471","S16",2016,"Summer","Salt Run","No","SR58","S16SR58R14",16.6,"Spat",0,0,1
"7472","S16",2016,"Summer","Salt Run","No","SR85","S16SR85R3",16.6,"Spat",0,0,1
"7473","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R17",16.6,"Spat",0,0,1
"7474","W15",2015,"Winter","Salt Run","No","SR5","W15SR5R5",16.6,"Spat",0,0,1
"7475","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R5",16.6,"Spat",0,0,1
"7476","W16",2016,"Winter","Matanzas River","Yes","FM79","W16FM79R18",16.6,"Spat",0,0,1
"7477","W16",2016,"Winter","Matanzas River","Yes","FM77","W16FM77R1",16.6,"Spat",0,0,1
"7478","W16",2016,"Winter","Matanzas River","No","FM23","W16FM23R15",16.6,"Spat",0,0,1
"7479","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR1",16.6,"Spat",0,0,1
"7480","W16",2016,"Winter","Matanzas River","Yes","FM46","W16FM46R30",16.6,"Spat",0,0,1
"7481","W16",2016,"Winter","Matanzas River","Yes","FM46","W16FM46R30",16.6,"Spat",0,0,1
"7482","W16",2016,"Winter","Matanzas River","Yes","FM84","W16FM84R15",16.6,"Spat",0,0,1
"7483","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R13",16.6,"Spat",0,0,1
"7484","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R13",16.6,"Spat",0,0,1
"7485","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R17",16.6,"Spat",0,0,1
"7486","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R17",16.6,"Spat",0,0,1
"7487","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R2",16.6,"Spat",0,0,1
"7488","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R2",16.6,"Spat",0,0,1
"7489","W16",2016,"Winter","Matanzas River","No","FM31","W16FM31R20",16.6,"Spat",0,0,1
"7490","W16",2016,"Winter","Salt Run","No","SR57","W16SR57R6",16.6,"Spat",0,0,1
"7491","S15",2015,"Summer","Matanzas River","Yes","FM3A","S15FM3R17",16.7,"Spat",0,0,1
"7492","S15",2015,"Summer","Salt Run","No","SR4","S15SR4R1",16.7,"Spat",0,0,1
"7493","S15",2015,"Summer","Salt Run","No","SR8","S15SR8R5",16.7,"Spat",0,0,1
"7494","S15",2015,"Summer","Tolomato River","No","TR10","S15TR10R0",16.7,"Spat",0,0,1
"7495","S15",2015,"Summer","Tolomato River","No","TR16","S15TR16R2",16.7,"Spat",0,0,1
"7496","S15",2015,"Summer","Tolomato River","No","TR7","S15TR7R12",16.7,"Spat",0,0,1
"7497","S15",2015,"Summer","Matanzas River","No","BB15A","S15BB15AR16",16.7,"Spat",0,0,1
"7498","S15",2015,"Summer","Matanzas River","No","BB15A","S15BB15AR3",16.7,"Spat",0,0,1
"7499","S15",2015,"Summer","Matanzas River","No","BB15A","S15BB15AR3",16.7,"Spat",0,0,1
"7500","S15",2015,"Summer","Salt Run","Yes","SR9","S15SR9R5",16.7,"Spat",0,0,1
"7501","S15",2015,"Summer","Tolomato River","No","VBNR2","S15VBNR2R4",16.7,"Spat",0,0,1
"7502","S16",2016,"Summer","Matanzas River","Yes","FM125","S16FM125R1",16.7,"Spat",0,0,1
"7503","S16",2016,"Summer","Matanzas River","Yes","FM125","S16FM125R1",16.7,"Spat",0,0,1
"7504","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R9",16.7,"Spat",0,0,1
"7505","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R12",16.7,"Spat",0,0,1
"7506","S16",2016,"Summer","Tolomato River","No","TR209A","S16TR209R11",16.7,"Spat",0,0,1
"7507","S16",2016,"Summer","Salt Run","No","SR71","S16SR71R13",16.7,"Spat",0,0,1
"7508","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R4",16.7,"Spat",0,0,1
"7509","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R12",16.7,"Spat",0,0,1
"7510","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R12",16.7,"Spat",0,0,1
"7511","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R15",16.7,"Spat",0,0,1
"7512","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R15",16.7,"Spat",0,0,1
"7513","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R9",16.7,"Spat",0,0,1
"7514","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R11",16.7,"Spat",0,0,1
"7515","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R11",16.7,"Spat",0,0,1
"7516","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R13",16.7,"Spat",0,0,1
"7517","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R13",16.7,"Spat",0,0,1
"7518","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R20",16.7,"Spat",0,0,1
"7519","S16",2016,"Summer","Salt Run","No","SR55","S16SR55R8",16.7,"Spat",0,0,1
"7520","S16",2016,"Summer","Salt Run","Yes","SR38","S16SR38R0",16.7,"Spat",0,0,1
"7521","S16",2016,"Summer","Salt Run","Yes","SR38","S16SR38R12",16.7,"Spat",0,0,1
"7522","S16",2016,"Summer","Salt Run","Yes","SR41","S16SR41R10",16.7,"Spat",0,0,1
"7523","S16",2016,"Summer","Salt Run","Yes","SR41","S16SR41R38",16.7,"Spat",0,0,1
"7524","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R13",16.7,"Spat",0,0,1
"7525","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",16.7,"Spat",0,0,1
"7526","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",16.7,"Spat",0,0,1
"7527","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R5",16.7,"Spat",0,0,1
"7528","W16",2016,"Winter","Matanzas River","No","FM631","W16FM631R6",16.7,"Spat",0,0,1
"7529","W16",2016,"Winter","Matanzas River","Yes","FM79","W16FM79R9",16.7,"Spat",0,0,1
"7530","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R26",16.7,"Spat",0,0,1
"7531","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R26",16.7,"Spat",0,0,1
"7532","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R32",16.7,"Spat",0,0,1
"7533","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R5",16.7,"Spat",0,0,1
"7534","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR1",16.7,"Spat",0,0,1
"7535","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR2",16.7,"Spat",0,0,1
"7536","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR6",16.7,"Spat",0,0,1
"7537","W16",2016,"Winter","Matanzas River","Yes","FM46","W16FM46R4",16.7,"Spat",0,0,1
"7538","W16",2016,"Winter","Matanzas River","No","FM56","W16FM56R17",16.7,"Spat",0,0,1
"7539","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R10",16.7,"Spat",0,0,1
"7540","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R10",16.7,"Spat",0,0,1
"7541","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R10",16.7,"Spat",0,0,1
"7542","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R13",16.7,"Spat",0,0,1
"7543","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R13",16.7,"Spat",0,0,1
"7544","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R1",16.7,"Spat",0,0,1
"7545","W16",2016,"Winter","Matanzas River","No","FM31","W16FM31R20",16.7,"Spat",0,0,1
"7546","W16",2016,"Winter","Matanzas River","No","FM31","W16FM31R7",16.7,"Spat",0,0,1
"7547","W16",2016,"Winter","Matanzas River","No","FM788","W16FM788R4",16.7,"Spat",0,0,1
"7548","W16",2016,"Winter","Salt Run","No","SR57","W16SR57R8",16.7,"Spat",0,0,1
"7549","S15",2015,"Summer","Matanzas River","No","MC1","S15MC1R13",16.8,"Spat",0,0,1
"7550","S15",2015,"Summer","Matanzas River","No","MC2","S15MC2R8",16.8,"Spat",0,0,1
"7551","S15",2015,"Summer","Tolomato River","Yes","TR13","S15TR13R3",16.8,"Spat",0,0,1
"7552","S15",2015,"Summer","Tolomato River","No","TR16","S15TR16R2",16.8,"Spat",0,0,1
"7553","S15",2015,"Summer","Tolomato River","Yes","TR2A","S15TR2R7",16.8,"Spat",0,0,1
"7554","S15",2015,"Summer","Matanzas River","No","BB15A","S15BB15AR16",16.8,"Spat",0,0,1
"7555","S15",2015,"Summer","Matanzas River","No","BB15A","S15BB15AR20",16.8,"Spat",0,0,1
"7556","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R12",16.8,"Spat",0,0,1
"7557","S16",2016,"Summer","Tolomato River","No","TR627","S16TR627R3",16.8,"Spat",0,0,1
"7558","S16",2016,"Summer","Salt Run","No","SR71","S16SR71R13",16.8,"Spat",0,0,1
"7559","S16",2016,"Summer","Salt Run","Yes","SR22","S16SR22R2",16.8,"Spat",0,0,1
"7560","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",16.8,"Spat",0,0,1
"7561","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",16.8,"Spat",0,0,1
"7562","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",16.8,"Spat",0,0,1
"7563","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R11",16.8,"Spat",0,0,1
"7564","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R2",16.8,"Spat",0,0,1
"7565","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R2",16.8,"Spat",0,0,1
"7566","S16",2016,"Summer","Matanzas River","Yes","FM368","S16FM368R9",16.8,"Spat",0,0,1
"7567","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R4",16.8,"Spat",0,0,1
"7568","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R15",16.8,"Spat",0,0,1
"7569","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R11",16.8,"Spat",0,0,1
"7570","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R13",16.8,"Spat",0,0,1
"7571","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R17",16.8,"Spat",0,0,1
"7572","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R17",16.8,"Spat",0,0,1
"7573","S16",2016,"Summer","Salt Run","No","SR58","S16SR58R14",16.8,"Spat",0,0,1
"7574","S16",2016,"Summer","Salt Run","No","SR60","S16SR60R8",16.8,"Spat",0,0,1
"7575","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R17",16.8,"Spat",0,0,1
"7576","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",16.8,"Spat",0,0,1
"7577","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",16.8,"Spat",0,0,1
"7578","W15",2015,"Winter","Matanzas River","Yes","FM1","W15FM1R15",16.8,"Spat",0,0,1
"7579","W15",2015,"Winter","Matanzas River","Yes","FM4","W15FM4R25",16.8,"Spat",0,0,1
"7580","W15",2015,"Winter","Matanzas River","No","MC2","W15MC2R27",16.8,"Spat",0,0,1
"7581","W15",2015,"Winter","Matanzas River","Yes","FM206","W15FM206R23",16.8,"Spat",0,0,1
"7582","W15",2015,"Winter","Matanzas River","Yes","FM3","W15FM3R16",16.8,"Spat",0,0,1
"7583","W15",2015,"Winter","Tolomato River","Yes","TR3","W15TR3R5",16.8,"Spat",0,0,1
"7584","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R5",16.8,"Spat",0,0,1
"7585","W16",2016,"Winter","Matanzas River","Yes","FM79","W16FM79R9",16.8,"Spat",0,0,1
"7586","W16",2016,"Winter","Matanzas River","Yes","FM32","W16FM32R1",16.8,"Spat",0,0,1
"7587","W16",2016,"Winter","Matanzas River","Yes","FM77","W16FM77R4",16.8,"Spat",0,0,1
"7588","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R26",16.8,"Spat",0,0,1
"7589","W16",2016,"Winter","Matanzas River","No","FM23","W16FM23R12",16.8,"Spat",0,0,1
"7590","W16",2016,"Winter","Tolomato River","No","TR220","W16TR220R9",16.8,"Spat",0,0,1
"7591","W16",2016,"Winter","Matanzas River","Yes","FM84","W16FM84R15",16.8,"Spat",0,0,1
"7592","W16",2016,"Winter","Matanzas River","Yes","FM84","W16FM84R2",16.8,"Spat",0,0,1
"7593","W16",2016,"Winter","Matanzas River","Yes","FM84","W16FM84R5",16.8,"Spat",0,0,1
"7594","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R10",16.8,"Spat",0,0,1
"7595","W16",2016,"Winter","Salt Run","No","SR57","W16SR57R6",16.8,"Spat",0,0,1
"7596","S15",2015,"Summer","Matanzas River","No","BBNR1","S15BBNR1R4",16.9,"Spat",0,0,1
"7597","S15",2015,"Summer","Tolomato River","Yes","TRNR1","S15TRNR1R0",16.9,"Spat",0,0,1
"7598","S15",2015,"Summer","Tolomato River","No","VBNR1","S15VBNR1R3",16.9,"Spat",0,0,1
"7599","S15",2015,"Summer","Salt Run","No","SR10","S15SR10R15",16.9,"Spat",0,0,1
"7600","S15",2015,"Summer","Salt Run","No","SR10","S15SR10R6",16.9,"Spat",0,0,1
"7601","S15",2015,"Summer","Salt Run","No","SR5","S15SR5R5",16.9,"Spat",0,0,1
"7602","S15",2015,"Summer","Tolomato River","No","TR16","S15TR16R2",16.9,"Spat",0,0,1
"7603","S15",2015,"Summer","Matanzas River","No","BB15A","S15BB15AR20",16.9,"Spat",0,0,1
"7604","S15",2015,"Summer","Matanzas River","No","BB15A","S15BB15AR3",16.9,"Spat",0,0,1
"7605","S15",2015,"Summer","Salt Run","Yes","SR2S","S15SR2SR12",16.9,"Spat",0,0,1
"7606","S15",2015,"Summer","Salt Run","Yes","SR2S","S15SR2SR6",16.9,"Spat",0,0,1
"7607","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R1",16.9,"Spat",0,0,1
"7608","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R7",16.9,"Spat",0,0,1
"7609","S16",2016,"Summer","Matanzas River","Yes","FM384","S16FM384R8",16.9,"Spat",0,0,1
"7610","S16",2016,"Summer","Salt Run","No","SR70","S16SR70R3",16.9,"Spat",0,0,1
"7611","S16",2016,"Summer","Tolomato River","No","TR209A","S16TR209R11",16.9,"Spat",0,0,1
"7612","S16",2016,"Summer","Salt Run","No","SR71","S16SR71R12",16.9,"Spat",0,0,1
"7613","S16",2016,"Summer","Salt Run","No","SR71","S16SR71R2",16.9,"Spat",0,0,1
"7614","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",16.9,"Spat",0,0,1
"7615","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R11",16.9,"Spat",0,0,1
"7616","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R4",16.9,"Spat",0,0,1
"7617","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R4",16.9,"Spat",0,0,1
"7618","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R12",16.9,"Spat",0,0,1
"7619","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R0",16.9,"Spat",0,0,1
"7620","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R15",16.9,"Spat",0,0,1
"7621","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R9",16.9,"Spat",0,0,1
"7622","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R15",16.9,"Spat",0,0,1
"7623","S16",2016,"Summer","Salt Run","No","SR60","S16SR60R3",16.9,"Spat",0,0,1
"7624","S16",2016,"Summer","Salt Run","No","SR60","S16SR60R8",16.9,"Spat",0,0,1
"7625","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",16.9,"Spat",0,0,1
"7626","W15",2015,"Winter","Matanzas River","Yes","CO","W15COR17",16.9,"Spat",0,0,1
"7627","W15",2015,"Winter","Salt Run","No","SR5","W15SR5R3",16.9,"Spat",0,0,1
"7628","W15",2015,"Winter","Salt Run","No","SR7","W15SR7R5",16.9,"Spat",0,0,1
"7629","W16",2016,"Winter","Matanzas River","Yes","FM40","W16FM40R1",16.9,"Spat",0,0,1
"7630","W16",2016,"Winter","Matanzas River","Yes","FM79","W16FM79R18",16.9,"Spat",0,0,1
"7631","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R26",16.9,"Spat",0,0,1
"7632","W16",2016,"Winter","Matanzas River","No","FM23","W16FM23R17",16.9,"Spat",0,0,1
"7633","W16",2016,"Winter","Tolomato River","No","TR220","W16TR220R7",16.9,"Spat",0,0,1
"7634","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR2",16.9,"Spat",0,0,1
"7635","W16",2016,"Winter","Tolomato River","No","TR308","W16TR308RU2",16.9,"Spat",0,0,1
"7636","W16",2016,"Winter","Matanzas River","Yes","FM46","W16FM46R30",16.9,"Spat",0,0,1
"7637","W16",2016,"Winter","Matanzas River","Yes","FM46","W16FM46R4",16.9,"Spat",0,0,1
"7638","W16",2016,"Winter","Matanzas River","Yes","FM84","W16FM84R2",16.9,"Spat",0,0,1
"7639","W16",2016,"Winter","Matanzas River","Yes","FM84","W16FM84R2",16.9,"Spat",0,0,1
"7640","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R13",16.9,"Spat",0,0,1
"7641","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R13",16.9,"Spat",0,0,1
"7642","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R17",16.9,"Spat",0,0,1
"7643","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R2",16.9,"Spat",0,0,1
"7644","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R2",16.9,"Spat",0,0,1
"7645","W16",2016,"Winter","Matanzas River","No","FM31","W16FM31R20",16.9,"Spat",0,0,1
"7646","W16",2016,"Winter","Matanzas River","No","FM614","W16FM614R10",16.9,"Spat",0,0,1
"7647","W16",2016,"Winter","Matanzas River","No","FM614","W16FM614R10",16.9,"Spat",0,0,1
"7648","W16",2016,"Winter","Matanzas River","No","FM614","W16FM614R10",16.9,"Spat",0,0,1
"7649","S15",2015,"Summer","Salt Run","No","SR1","S15SR1R0",17,"Spat",0,0,1
"7650","S15",2015,"Summer","Tolomato River","Yes","TR13","S15TR13R11",17,"Spat",0,0,1
"7651","S15",2015,"Summer","Tolomato River","No","TR16","S15TR16R5",17,"Spat",0,0,1
"7652","S15",2015,"Summer","Matanzas River","No","BB15A","S15BB15AR16",17,"Spat",0,0,1
"7653","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R12",17,"Spat",0,0,1
"7654","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R12",17,"Spat",0,0,1
"7655","S16",2016,"Summer","Matanzas River","Yes","FM384","S16FM384R8",17,"Spat",0,0,1
"7656","S16",2016,"Summer","Salt Run","No","SR70","S16SR70R3",17,"Spat",0,0,1
"7657","S16",2016,"Summer","Tolomato River","No","TR209A","S16TR209R19",17,"Spat",0,0,1
"7658","S16",2016,"Summer","Tolomato River","No","TR627","S16TR627R3",17,"Spat",0,0,1
"7659","S16",2016,"Summer","Salt Run","Yes","SR24","S16SR24R8",17,"Spat",0,0,1
"7660","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",17,"Spat",0,0,1
"7661","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",17,"Spat",0,0,1
"7662","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R2",17,"Spat",0,0,1
"7663","S16",2016,"Summer","Matanzas River","Yes","FM373","S16FM373R12",17,"Spat",0,0,1
"7664","S16",2016,"Summer","Matanzas River","Yes","FM373","S16FM373R3",17,"Spat",0,0,1
"7665","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R8",17,"Spat",0,0,1
"7666","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R12",17,"Spat",0,0,1
"7667","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R9",17,"Spat",0,0,1
"7668","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R9",17,"Spat",0,0,1
"7669","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R15",17,"Spat",0,0,1
"7670","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R17",17,"Spat",0,0,1
"7671","S16",2016,"Summer","Salt Run","No","SR58","S16SR58R14",17,"Spat",0,0,1
"7672","S16",2016,"Summer","Salt Run","No","SR60","S16SR60R3",17,"Spat",0,0,1
"7673","S16",2016,"Summer","Salt Run","Yes","SR41","S16SR41R12",17,"Spat",0,0,1
"7674","S16",2016,"Summer","Salt Run","Yes","SR41","S16SR41R38",17,"Spat",0,0,1
"7675","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",17,"Spat",0,0,1
"7676","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",17,"Spat",0,0,1
"7677","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",17,"Spat",0,0,1
